Gene_ID	Chrom	Start	End	Strand	Gene_Symbol	Description	gene_biotype	Protein_ID	old_locus_tag	locus_tag	761_1_FPKM	761_2_FPKM	761_3_FPKM	NO_1_FPKM	NO_2_FPKM	NO_3_FPKM	761/NO.fc	761/NO.baseMean	761/NO.lfcSE	761/NO.stat	761/NO.raw.pval	761/NO.bh.pval	NO.mean	761.mean	N_NO_1	N_NO_2	N_NO_3	N_761_1	N_761_2	N_761_3	NO_1_Read_Count	NO_2_Read_Count	NO_3_Read_Count	761_1_Read_Count	761_2_Read_Count	761_3_Read_Count
8913540	FN434113.1	328264	328506	-	.	YhdT family protein	protein_coding	WP_004155035.1	EAMY_0275	EAMY_RS18695	8.809869	9.869018	9.022459	11.396151	10.88965	6.278031	1.09749869775729	27.5772268689697	0.364862802935968	0.367862185030689	0.712975998075606	0.821583577035967	4.70806106569696	4.85881352328728	4.8592406	4.78067564	4.64136286	4.76427373	4.81072146	4.81982751	40	29	16	27	31	25
8913541	FN434113.1	3191042	3191716	+	.	DedA family protein	protein_coding	WP_004160034.1	EAMY_3101	EAMY_RS31580	57.792743	53.980344	43.264497	48.923678	69.88902	51.558332	1.04720020685168	438.242193376702	0.151319183378745	0.439714819253178	0.660143668070123	0.789415862249441	8.74252836271722	8.80790032377798	8.71154494	8.85649293	8.69603402	8.83831204	8.79965139	8.72812765	477	517	365	492	471	333
8913542	FN434113.1	539908	540645	+	.	1-acylglycerol-3-phosphate O-acyltransferase	protein_coding	WP_004155261.1	EAMY_0460	EAMY_RS19570	142.56947	163.106678	154.125611	218.764414	239.247157	242.63251	-1.32494579625887	1702.18827707954	0.126558539133225	-3.20747491857898	0.00133905736337948	0.00868818078348953	10.9216606670311	10.5163096512247	10.83564497	10.78557398	10.85719937	10.52698886	10.63385425	10.68054097	2332	1935	1878	1327	1556	1297
8913543	FN434113.1	506460	507215	-	.	alpha/beta fold hydrolase	protein_coding	WP_024015149.1	EAMY_0439	EAMY_RS19490	14.053839	16.270236	12.18032	14.652195	14.48377	16.647994	1.06109950386493	133.998052965841	0.189647275371684	0.451153069025418	0.651879231481548	0.785366257688227	7.02428393391995	7.10667632308598	7.06704346	6.96754428	7.09929269	7.04806185	7.14995574	7.04350684	160	120	132	134	159	105
8913544	FN434113.1	2126029	2126598	-	.	VOC family protein	protein_coding	WP_004158015.1	EAMY_2080	EAMY_RS26915	133.260865	146.984694	128.16261	130.446947	161.044279	161.254537	1.03833722660929	983.561994928838	0.121420101471959	0.447002360463877	0.654873355581609	0.787364924807132	9.91472257968179	9.96852028336453	9.87890786	9.9201574	9.97950232	9.90249869	9.98617084	9.97331546	1074	1006	964	958	1083	833
8913545	FN434113.1	1302573	1305008	+	.	DUF3772 domain-containing protein	protein_coding	WP_004156769.1	EAMY_1232	EAMY_RS23210	41.727534	25.65976	16.524434	21.371994	35.023255	22.075553	1.22040329280323	787.038309961878	0.265943096437964	1.08052429808462	0.279908772671168	0.458085791852587	9.46995267000155	9.75642928898945	9.44223084	9.69075538	9.41296094	9.96040443	9.59245858	9.36733853	752	935	564	1282	808	459
8913546	FN434113.1	2009968	2010804	+	.	amidohydrolase family protein	protein_coding	WP_004157780.1	EAMY_1945	EAMY_RS26360	25.103391	32.07174	26.08946	36.890445	46.768561	44.768945	-1.33858395624417	350.900293276103	0.154472958976237	-2.72350339319051	0.00645935520689913	0.0308304281570674	8.65021904457112	8.22897513058138	8.49580367	8.55580607	8.58105566	8.24231625	8.4150812	8.35687745	446	429	393	265	347	249
8913548	FN434113.1	2008709	2009968	+	.	gallate dioxygenase	protein_coding	WP_004157779.1	EAMY_1944	EAMY_RS26355	25.989114	38.495991	27.423121	47.747839	50.331102	55.54376	-1.45950912762032	612.291130036187	0.174713140345571	-3.12216489415856	0.00179526355630743	0.0108041042283574	9.50545218580252	8.95931614010569	9.37787066	9.30091139	9.435383	8.95623898	9.23615358	9.0824477	869	695	734	413	627	394
8913550	FN434113.1	3537886	3539235	-	envZ	two-component system sensor histidine kinase EnvZ	protein_coding	WP_004160712.1	EAMY_3444	EAMY_RS33240	55.032317	45.613964	34.364743	39.897926	49.071014	43.577384	1.16352340949477	723.504081850621	0.152856685244662	1.42944508426611	0.152876348139057	0.310375233270686	9.38631948105132	9.60324832951766	9.42227567	9.46029548	9.43157793	9.67046508	9.53897633	9.42038539	778	726	617	937	796	529
8913551	FN434113.1	851044	852177	+	nlpD	murein hydrolase activator NlpD	protein_coding	WP_004155837.1	EAMY_0764	EAMY_RS20980	2778.814567	2866.29022	3100.916151	3128.060405	2648.196466	2555.467017	1.20232901001079	39294.1451269589	0.165130064247018	1.60983244327755	0.107434440460061	0.245627812256244	15.122971708378	15.3888492807831	15.32707516	15.08670942	15.11766505	15.2443898	15.27949005	15.4345643	51237	32911	30393	39743	42016	40097
8913552	FN434113.1	1227641	1228435	+	nei	endonuclease VIII	protein_coding	WP_004156667.1	EAMY_1162	EAMY_RS22870	22.539967	24.424468	17.98091	22.293452	31.219357	28.304445	-1.09319814941561	231.82002289855	0.163783167392136	-0.78490924802649	0.432506779427219	0.60958078230522	7.92186731479673	7.78878756716593	7.80580029	7.92958158	7.91577928	7.82059471	7.88454044	7.76282738	256	272	236	226	251	163
8913553	FN434113.1	2010801	2011229	+	aroQ	type II 3-dehydroquinate dehydratase	protein_coding	WP_004157781.1	EAMY_1946	EAMY_RS26365	41.76987	50.491614	38.023041	57.612327	79.97472	70.232731	-1.3833170202744	286.176724952473	0.159264813657361	-2.93932986076281	0.00328922804089231	0.0178542737775233	8.376929922032	7.9063982870781	8.18655052	8.31132018	8.27320397	7.979232	8.11317871	8.00711054	357	376	316	226	280	186
8913554	FN434113.1	2535929	2536918	+	.	aldo/keto reductase	protein_coding	WP_004158801.1	EAMY_2470	EAMY_RS28725	19.381712	21.801557	16.830988	23.846447	22.120667	22.440395	-1.03548055577458	250.785052806638	0.162896347623744	-0.308788156755532	0.757482678730659	0.850695557384466	7.99510503722745	7.94507637779615	8.0627533	7.90530173	7.96756156	7.92726565	8.01743582	7.92373903	341	240	233	242	279	190
8913555	FN434113.1	2932348	2933703	+	aroP	aromatic amino acid transporter AroP	protein_coding	WP_004159650.1	EAMY_2839	EAMY_RS30475	33.797153	33.773847	25.093615	30.531349	36.270309	29.321496	1.10271521328239	512.737344879522	0.139347226756401	1.01229319425513	0.311397887954094	0.488452888568084	8.93028745654606	9.07046135594131	8.98674221	8.99966596	8.90542998	9.06860723	9.07909979	8.95139017	598	539	417	578	592	388
8913556	FN434113.1	3022852	3023679	+	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	protein_coding	WP_004159752.1	EAMY_2926	EAMY_RS30840	75.841483	68.577908	62.278506	70.903881	81.549924	67.940922	1.07466517463066	709.315137483296	0.12161481629792	0.854231772985024	0.392976581724217	0.573328153046926	9.41703222325435	9.52163788076705	9.47380739	9.46325089	9.38869787	9.53169792	9.46829784	9.48559032	848	740	590	792	734	588
8913557	FN434113.1	2488780	2489568	-	.	helix-turn-helix transcriptional regulator	protein_coding	WP_004158695.1	EAMY_2414	EAMY_RS28475	16.279835	15.197537	13.115843	15.443302	17.231832	17.401843	1.02064881968588	149.560486732365	0.169758962347749	0.173696605370503	0.862103905494087	0.924464213664384	7.21087809615946	7.23816341813396	7.21800562	7.19013903	7.24565589	7.25859988	7.22424303	7.20745682	176	149	144	162	155	118
8913558	FN434113.1	1769145	1770422	+	tyrS	tyrosine--tRNA ligase	protein_coding	WP_004157449.1	EAMY_1707	EAMY_RS25350	212.305442	204.538869	169.014808	194.260241	235.045072	212.629624	1.04621456051774	3140.11000391427	0.100474941925141	0.648706557958915	0.516528064747953	0.678760376223378	11.5838068406047	11.6486630887421	11.5862089	11.61353255	11.59729449	11.66187966	11.64477163	11.59125845	3586	3292	2850	3422	3379	2463
8913559	FN434113.1	2708618	2709355	-	recO	DNA repair protein RecO	protein_coding	WP_004159187.1	EAMY_2620	EAMY_RS29445	69.40458	56.081024	38.026365	43.433929	59.22449	50.128548	1.22288847940944	467.005035395499	0.186587459968912	1.55580039619267	0.119755563907635	0.263462240596797	8.71625902693099	9.00400547912023	8.73217346	8.84121302	8.77946805	9.08229299	8.93233538	8.74238132	463	479	388	646	535	320
8913561	FN434113.1	1771403	1772008	-	gstA	glutathione transferase GstA	protein_coding	WP_004157452.1	EAMY_1710	EAMY_RS25360	673.824161	527.097275	632.846016	565.391561	807.979276	695.439588	1.02712079213102	4734.77184334204	0.152075528088172	0.25385975563786	0.799603906807107	0.883436207332377	12.1895880287235	12.2283105316932	12.10982419	12.26295101	12.2082779	12.2503682	12.07739101	12.30631727	4949	5366	4420	5150	4129	4373
8913562	FN434113.1	294736	295251	+	.	DUF5462 family protein	protein_coding	WP_004154996.1	EAMY_0245	EAMY_RS18540	3.226871	3.898003	2.209453	5.635132	7.957653	5.543465	-1.77822740152902	28.6543809719434	0.352363584115433	-2.35676973078652	0.0184346741524219	0.068237685830127	5.20092864706652	4.35943303879069	4.91345023	4.99520444	4.87279977	4.72063392	4.78318245	4.66835161	42	45	30	21	26	13
8913563	FN434113.1	439041	440141	+	lptF	LPS export ABC transporter permease LptF	protein_coding	WP_004155163.1	EAMY_0377	EAMY_RS19195	125.090542	119.799657	111.036727	132.300934	129.205492	117.34423	1.0734770776833	1627.47002068548	0.124616043112165	0.820852457027619	0.411730314544521	0.591851192088662	10.6159665357741	10.7190239124202	10.73078749	10.59753874	10.58478872	10.69646447	10.67510615	10.70830732	2104	1559	1355	1737	1705	1394
8913564	FN434113.1	2685433	2686632	-	.	IscS subfamily cysteine desulfurase	protein_coding	WP_004159140.1	EAMY_2597	EAMY_RS29340	27.61894	32.233486	24.701689	30.000369	35.966823	27.889173	1.0331567484353	428.470284475918	0.146416838223055	0.321405339235498	0.747903237472967	0.844505287180556	8.71912011668637	8.76659207006046	8.75661402	8.77603609	8.65281802	8.70570387	8.82733866	8.7222362	520	473	351	418	500	338
8913565	FN434113.1	971265	971723	+	gpt	xanthine phosphoribosyltransferase	protein_coding	WP_004156107.1	EAMY_0884	EAMY_RS21590	40.249011	43.989227	34.582556	28.959632	45.524478	43.207627	1.16865686502827	217.463416199595	0.181090092720816	1.24165486927301	0.214363927971463	0.383064534008176	7.65034602670477	7.87051960589033	7.56977844	7.76048629	7.7781217	7.78882843	7.86043303	7.77715592	192	229	208	233	261	181
8913566	FN434113.1	1447291	1448079	-	ssuB	aliphatic sulfonates ABC transporter ATP-binding protein	protein_coding	WP_004156955.1	EAMY_1369	EAMY_RS23805	7.53696	9.706814	12.560087	12.284445	15.728383	12.80969	-1.18010788463266	111.48674064489	0.24883622241394	-0.960144602197269	0.336982443335748	0.516354094447119	6.91073455094859	6.68163653004876	6.82396667	6.88152928	6.80274372	6.56026283	6.70063277	6.92659341	140	136	106	75	99	113
8913567	FN434113.1	711724	712902	+	ubiH	2-octaprenyl-6-methoxyphenyl hydroxylase	protein_coding	WP_004155569.1	EAMY_0637	EAMY_RS20395	59.517056	68.830384	56.159644	90.547207	109.744965	102.868657	-1.42970365215803	1136.26194612937	0.117690837522709	-4.38195655805053	1.17618264823047e-05	0.000181733895694029	10.3851454073848	9.86911367016424	10.24195358	10.27118999	10.28186303	9.94259643	10.0561962	9.99694223	1542	1418	1272	885	1049	755
8913568	FN434113.1	262289	262900	+	.	IMPACT family protein	protein_coding	WP_004154970.1	EAMY_0225	EAMY_RS18405	115.176085	114.144461	79.100432	114.707291	149.992221	128.532303	-1.1134306461256	852.344666280119	0.143110838431894	-1.08315833641997	0.278738149144056	0.45782032790754	9.81155599624871	9.65477279425198	9.73349573	9.8187584	9.76174104	9.74460248	9.74897246	9.57260049	1014	1006	825	889	903	552
8913569	FN434113.1	1872357	1876250	-	.	hypothetical protein	protein_coding	WP_004164309.1	EAMY_1809	EAMY_RS25765	6.393603	5.661968	4.661928	6.382679	5.5536	6.268358	1.04271494230357	273.10394801839	0.170323478646836	0.354295296650573	0.723117592183888	0.827772791604024	8.06322647498214	8.12277187307967	8.16142367	7.96267395	8.09563959	8.16998857	8.0954865	8.04555973	359	237	256	314	285	207
8913570	FN434113.1	132405	133394	+	.	sulfate ABC transporter substrate-binding protein	protein_coding	WP_004154835.1	EAMY_0109	EAMY_RS17820	24.827813	21.645274	31.62454	29.930438	27.466495	25.90758	1.07914706008565	323.668558939514	0.211709003594446	0.519068526680416	0.603712955211628	0.748550539275201	8.27986278646076	8.39460326681253	8.40609458	8.2385489	8.25253488	8.28211444	8.20009306	8.5526664	428	298	269	310	277	357
8913571	FN434113.1	2857692	2857937	+	.	hypothetical protein	protein_coding	WP_004164744.1	EAMY_2768	EAMY_RS30165	150.51984	161.95361	156.145762	272.705039	223.297346	236.043448	-1.3703514460394	589.000534495736	0.167580234194981	-2.71240783498319	0.00667963536828555	0.0315298672506438	9.41073427559034	8.95816873168904	9.43945213	9.17119835	9.26967469	9.01099179	9.07130031	9.13030767	969	602	609	467	515	438
8913572	FN434113.1	3449004	3450356	+	lysC	lysine-sensitive aspartokinase 3	protein_coding	WP_004160514.1	EAMY_3339	EAMY_RS32725	64.931276	51.802285	53.993117	53.471576	62.517862	51.93731	1.16726558156745	922.22376498953	0.133833668352935	1.66724001268484	0.0954666893928122	0.226024983340891	9.73261058699379	9.95664657244395	9.81088923	9.81240465	9.73565156	9.96477204	9.8066628	9.92661765	1045	927	737	1108	906	833
8913573	FN434113.1	694531	695610	+	fbaA	class II fructose-bisphosphate aldolase	protein_coding	WP_004155517.1	EAMY_0619	EAMY_RS20305	609.055631	410.081566	748.440067	304.87554	341.503164	303.699762	2.16387752201151	6085.68668444524	0.224054733326277	4.97029822455921	6.68499983397167e-07	1.56391334144041e-05	11.9093814836382	13.0231890973502	12.21202564	12.1837529	12.15734806	12.74664152	12.44663851	13.0342581	4756	4042	3440	8296	5725	9217
8913575	FN434113.1	1220076	1220756	-	kdpE	two-component system response regulator KdpE	protein_coding	WP_013034853.1	EAMY_1154	EAMY_RS22825	60.892885	66.909332	45.716444	66.588415	77.982661	70.985658	-1.08633428605576	527.463031344393	0.14159654452503	-0.843721977890078	0.398824783254111	0.578809930087444	9.1024819691954	8.98080559975908	9.07317917	9.07576136	9.06449958	9.01639184	9.0955581	8.91125143	655	582	507	523	589	355
8913576	FN434113.1	1041991	1043856	-	dxs	1-deoxy-D-xylulose-5-phosphate synthase	protein_coding	WP_004156270.1	EAMY_0964	EAMY_RS21955	80.521072	63.803645	56.49162	63.443767	87.82474	63.513969	1.07425272358641	1549.19706532646	0.151997985056302	0.679834241144151	0.496609422978307	0.663377319609739	10.5447989259675	10.6479669797959	10.53917941	10.66773296	10.4849994	10.72842798	10.5625286	10.56135283	1710	1796	1243	1895	1539	1202
8913577	FN434113.1	1961323	1962021	-	araD	L-ribulose-5-phosphate 4-epimerase	protein_coding	WP_004157723.1	EAMY_1894	EAMY_RS26140	35.277288	32.537836	34.502194	49.71999	45.297525	51.834174	-1.25553047512796	347.72719523281	0.160560720761481	-2.04469091566563	0.0408853398005086	0.1258768293024	8.595592453169	8.26966242328527	8.57738697	8.39942841	8.55128763	8.34167492	8.29774024	8.41897022	502	347	380	311	294	275
8913578	FN434113.1	1967149	1967739	+	ribA	GTP cyclohydrolase II	protein_coding	WP_004157733.1	EAMY_1904	EAMY_RS26180	216.937441	205.770718	220.952243	253.497843	367.615735	303.789391	-1.23952428043851	1839.30476362601	0.138730710586323	-2.23300616456098	0.0255485378509655	0.0879505106123392	10.9913300301594	10.6820115743517	10.83241029	10.99884309	10.91225147	10.72602649	10.69892154	10.83876322	2164	2381	1883	1617	1572	1489
8913579	FN434113.1	1494852	1494927	+	.	tRNA-Gly	tRNA	.	EAMY_t47	EAMY_RS24030	782.455497	810.248037	928.909673	713.267872	959.302033	919.602507	1.12883496877854	782.908837536828	0.160373843478649	1.09016895404013	0.275638726403264	0.454653351098135	9.52216664443028	9.69788700863199	9.4839408	9.5859748	9.61267414	9.55801457	9.59422858	9.78758568	783	799	733	750	796	805
8913580	FN434113.1	913475	913813	-	raiA	ribosome-associated translation inhibitor RaiA	protein_coding	WP_004155959.1	EAMY_0830	EAMY_RS21310	13579.438975	13195.533227	16854.113682	11232.472908	12015.094954	11952.482585	1.43417008941909	54513.1419823948	0.163124709784671	3.18907010061799	0.00142731260875277	0.00917444398805637	15.450870708704	15.9711136013897	15.59815982	15.53460336	15.58821695	15.74992302	15.73927801	16.03112024	55001	44638	42496	58059	57824	65150
8913581	FN434113.1	537456	539732	+	parC	DNA topoisomerase IV subunit A	protein_coding	WP_004155260.1	EAMY_0459	EAMY_RS19565	64.524458	67.371807	59.543952	82.944163	83.994418	79.100402	-1.12335826959121	1990.46190041927	0.113526458165458	-1.47822911623332	0.139346463104312	0.292425110822819	11.0401373191474	10.8727874141489	11.06658758	10.95803789	10.97209636	10.88479211	10.92778478	10.92525276	2728	2096	1889	1853	1983	1546
8913582	FN434113.1	1718092	1720479	+	pheT	phenylalanine--tRNA ligase subunit beta	protein_coding	WP_004157377.1	EAMY_1653	EAMY_RS25100	160.636235	161.782942	165.040277	173.310981	185.743436	183.508194	1.03311522633666	4943.91175081602	0.115616511928452	0.406526458495162	0.684355820346546	0.806180863542988	12.2475993044373	12.2948877611457	12.28364734	12.21946697	12.2696063	12.23446953	12.25103161	12.35821093	5978	4861	4596	4838	4994	4494
8913583	FN434113.1	1720484	1720783	+	ihfA	integration host factor subunit alpha	protein_coding	WP_004157378.1	EAMY_1654	EAMY_RS25105	3437.963394	3225.411498	3728.63958	2450.568566	2188.72943	2444.712456	1.68346068618877	10752.1847024604	0.155781000012456	4.82363080402069	1.40968245503355e-06	2.9452610790072e-05	12.9681724028644	13.7197220633372	13.23226553	13.04238334	13.17552431	13.4997283	13.46105845	13.67491847	10619	7196	7692	13008	12508	12755
8913585	FN434113.1	2165859	2165946	+	.	tRNA-Ser	tRNA	.	EAMY_t54	EAMY_RS27100	8.109084	8.790951	5.97943	12.587567	7.258344	15.168936	-1.3514597098548	10.1627447903434	0.56963814465176	-0.762797411850899	0.445584224884686	0.620355070212433	3.5508631542646	3.10530835655558	3.40205624	3.2736084	3.42404357	3.31450761	3.33086682	3.29278546	16	7	14	9	10	6
8913586	FN434113.1	1019089	1020402	+	phoR	phosphate regulon sensor histidine kinase PhoR	protein_coding	WP_004156221.1	EAMY_0939	EAMY_RS21840	30.713859	36.148603	24.560865	36.512567	42.290625	43.537717	-1.16945653368777	558.142695641931	0.147629325069611	-1.52976544836565	0.126074796875157	0.272669580220881	9.23413247703534	9.00582486982546	9.15311229	9.14760954	9.22727548	9.03690543	9.16463717	8.9766406	693	609	600	509	614	368
8913587	FN434113.1	2169035	2170321	-	efeB	iron uptake transporter deferrochelatase/peroxidase subunit	protein_coding	WP_004158086.1	EAMY_2127	EAMY_RS27120	139.048077	133.021359	200.949728	196.129359	197.029918	204.77138	-1.08923778133561	2775.07248810527	0.206708628490377	-0.596583367747972	0.550785578423368	0.708506879829839	11.4983697639879	11.3756403726834	11.50598822	11.39179414	11.48079984	11.25750128	11.23650933	11.64002156	3646	2779	2764	2257	2213	2949
8913588	FN434113.1	1599218	1600588	-	purB	adenylosuccinate lyase	protein_coding	WP_004164196.1	EAMY_1532	EAMY_RS24545	232.719348	217.410275	280.237981	244.709285	248.585235	216.357682	1.18838817662533	4001.9606781039	0.17038234604924	1.46145514858798	0.143890575627368	0.298379832855253	11.8363587823435	12.0858507345678	11.97401845	11.86990883	11.82583297	11.9441639	11.90420219	12.19524316	4846	3735	3111	4024	3853	4381
8913589	FN434113.1	1598426	1599094	-	phoP	two-component system response regulator PhoP	protein_coding	WP_004157198.1	EAMY_1531	EAMY_RS24540	183.466516	189.874021	186.670233	190.930252	211.956663	195.968534	1.07518599890078	1559.28144513393	0.114417293545313	0.914077350544653	0.36067620285099	0.539714570212157	10.5529571334327	10.6584462445028	10.60238366	10.56532662	10.56555743	10.58082408	10.61761422	10.69570865	1845	1554	1375	1548	1642	1424
8913590	FN434113.1	1020421	1021344	+	.	PstS family phosphate ABC transporter substrate-binding protein	protein_coding	WP_004156223.1	EAMY_0940	EAMY_RS21845	40.159274	46.801347	40.1476	57.99272	58.758023	60.469365	-1.21776513234813	560.580425811103	0.136503304762817	-2.08226395093087	0.0373183667517313	0.117470967378719	9.26557658619733	8.98207309199518	9.23835523	9.13358282	9.21248367	8.98189775	9.09939913	9.07594464	774	595	586	468	559	423
8913591	FN434113.1	3783479	3784249	-	pstB	phosphate ABC transporter ATP-binding protein PstB	protein_coding	WP_004161212.1	EAMY_3691	EAMY_RS34290	101.913391	95.922839	77.11991	91.59047	90.892703	89.906232	1.150009867685	848.920584947069	0.129029038280272	1.56279735931479	0.118100265519675	0.260857102431091	9.62533076991219	9.82662502188179	9.73530795	9.61828476	9.66666777	9.8234307	9.78898783	9.71611387	1020	768	727	991	956	678
8913592	FN434113.1	2669990	2671156	-	.	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	protein_coding	WP_004159110.1	EAMY_2582	EAMY_RS29270	151.851346	139.672913	87.548007	123.276183	155.519949	124.760741	1.07011282853819	1821.1843409488	0.171522525792114	0.569971298833051	0.568697164778939	0.721348599234683	10.7812858993552	10.8784025198048	10.79534745	10.85407707	10.74837615	10.96315153	10.90970896	10.65305021	2078	1989	1527	2235	2107	1165
8913593	FN434113.1	3624747	3625082	-	uspB	universal stress protein UspB	protein_coding	WP_004160932.1	EAMY_3533	EAMY_RS33605	1251.866695	1338.380368	1230.125325	1140.8794	1184.319791	1193.831404	1.24494730868504	4985.7527742542	0.110282518276453	2.86613588181708	0.00415515852229707	0.0215342224821698	12.1168203136408	12.4330740170728	12.22875256	12.14295513	12.20629769	12.30728394	12.37029471	12.3979878	5537	4361	4207	5305	5813	4713
8913594	FN434113.1	3144619	3145605	-	.	nucleoside hydrolase	protein_coding	WP_004159944.1	EAMY_3041	EAMY_RS31375	44.8259	44.832957	33.142318	50.783883	58.335696	52.745481	-1.15280695064016	558.535535653695	0.131485220306179	-1.56025854952793	0.11869879448465	0.261483683871357	9.22530065396806	9.01829032456208	9.18727	9.17552393	9.15918509	9.10401178	9.1148445	8.98774699	724	631	546	558	572	373
8913595	FN434113.1	1828187	1831651	+	.	hypothetical protein	protein_coding	WP_004157538.1	EAMY_1767	EAMY_RS25600	5.285922	5.938776	3.923012	7.472619	7.505226	8.557894	-1.36275565669695	265.438511452486	0.172518201737432	-2.58828868100871	0.00964541084469531	0.0419948293919762	8.2601293765866	7.80925353664456	8.16427592	8.05779064	8.20653105	7.93379994	8.02088062	7.83407781	374	285	311	231	266	155
8913596	FN434113.1	233123	233593	-	.	thioesterase family protein	protein_coding	WP_004154939.1	EAMY_0196	EAMY_RS18275	65.316483	70.133495	53.438245	72.465368	82.723547	82.594099	-1.09876907086071	400.510314047663	0.13488223264612	-1.00745815928099	0.313714654742145	0.491121622551087	8.71317869611297	8.57490034249975	8.669723	8.65399759	8.70918671	8.60403065	8.66471627	8.55951942	493	427	408	388	427	287
8913597	FN434113.1	234707	236539	+	recQ	ATP-dependent DNA helicase RecQ	protein_coding	WP_004154941.1	EAMY_0198	EAMY_RS18285	42.737238	36.000214	31.242222	50.988918	59.786444	53.88986	-1.30793615952823	996.937973010682	0.123465413167332	-3.1368471100949	0.00170775155319011	0.0104864152674631	10.1423712808737	9.75433465083429	10.05452906	10.05812127	10.03874845	9.930032	9.81710157	9.80244855	1350	1201	1036	988	853	653
8913598	FN434113.1	237334	238326	+	pldB	lysophospholipase L2	protein_coding	WP_004154943.1	EAMY_0200	EAMY_RS18295	52.779368	53.677031	44.246577	75.994426	90.788298	77.00783	-1.4103516905328	774.112226385547	0.115573124472843	-4.29213076603995	1.76966672314795e-05	0.000255823715010973	9.82335032815308	9.32695764430477	9.71636724	9.73428557	9.66843002	9.45635262	9.47867837	9.42831597	1090	988	802	661	689	501
8913599	FN434113.1	238387	239187	+	yigL	sugar/pyridoxal phosphate phosphatase YigL	protein_coding	WP_004154944.1	EAMY_0201	EAMY_RS18300	25.934671	21.73044	17.736736	23.25007	33.833436	25.235569	-1.09366231863972	234.764753541965	0.175723946033074	-0.735058370819405	0.462303945876156	0.633630217704825	7.93943534454332	7.80770259440946	7.84746893	8.00030778	7.85193759	7.92933688	7.81998613	7.76780337	269	297	212	262	225	162
8913600	FN434113.1	3440041	3440904	-	ubiA	4-hydroxybenzoate octaprenyltransferase	protein_coding	WP_004160503.1	EAMY_3330	EAMY_RS32680	16.243197	13.967844	10.556277	22.916948	23.656825	21.740136	-1.47079436578744	186.077947209284	0.178100541769668	-3.12517609189844	0.00177698650071882	0.0107135193382721	7.79274766827694	7.23278014034563	7.70683639	7.61983937	7.61515523	7.48007896	7.39539772	7.30617418	286	224	197	177	156	104
8913602	FN434113.1	1542312	1543265	+	.	ketoacyl-ACP synthase III	protein_coding	WP_004157106.1	EAMY_1472	EAMY_RS24270	139.129445	121.960157	113.621703	109.290167	130.463244	109.639745	1.23065699565599	1391.48209359815	0.113442427589936	2.6394773223319	0.00830339783859321	0.0378379802740832	10.2847686235958	10.5845042191446	10.36989633	10.38662834	10.31796469	10.55967656	10.47057789	10.50772286	1506	1364	1097	1674	1504	1236
8913603	FN434113.1	3213395	3213937	+	.	ribosome-associated protein	protein_coding	WP_004160082.1	EAMY_3128	EAMY_RS31710	311.898577	316.137478	320.591408	291.843789	289.371327	306.411715	1.22620455960718	2018.00663281215	0.127780155633837	2.30238938848447	0.0213132228610039	0.0762136989712108	10.8238281554698	11.1185740413619	10.9397115	10.82156129	10.91983588	10.99787687	11.01945476	11.12249168	2289	1722	1745	2136	2219	1985
8913604	FN434113.1	1879947	1881275	-	.	aromatic acid/H+ symport family MFS transporter	protein_coding	WP_004157608.1	EAMY_1812	EAMY_RS25780	91.757871	84.752966	60.577158	85.224176	115.827659	96.136782	-1.09443762722563	1409.22731359662	0.145929016133636	-0.892144277405238	0.372315604854685	0.553392590303025	10.5248162949508	10.3935773551449	10.44038684	10.55598294	10.47394726	10.50416066	10.45554701	10.29901763	1636	1687	1340	1538	1456	918
8913606	FN434113.1	411055	411939	+	nlpI	lipoprotein NlpI	protein_coding	WP_004155134.1	EAMY_0354	EAMY_RS19080	2630.865883	3152.281914	2457.732597	4574.371709	5014.089792	5058.163229	-1.55189904503225	39977.6274043412	0.118169294429049	-5.3654776621166	8.07352720846328e-08	2.48335716541806e-06	15.5693742270808	14.9353253782143	15.43616256	15.38639518	15.45615113	15.02647238	15.16847907	15.07422159	58475	48631	46949	29365	36062	24802
8913607	FN434113.1	1250690	1251619	-	zitB	CDF family zinc transporter ZitB	protein_coding	WP_004165360.1	EAMY_1183	EAMY_RS22995	80.397162	69.873878	60.445821	50.993182	66.031976	57.311084	1.38802690083285	722.75113703766	0.127234509371562	3.71782412538294	0.000200946082503973	0.00198673477999464	9.24213158319305	9.71414241837521	9.32900509	9.40155187	9.35789184	9.66960346	9.57453673	9.55552482	685	673	559	943	840	641
8913608	FN434113.1	52933	53562	-	yihA	ribosome biogenesis GTP-binding protein YihA/YsxC	protein_coding	WP_024015121.1	EAMY_0030	EAMY_RS17430	167.765082	153.861171	133.357104	130.551054	176.267484	148.92387	1.14850227248598	1150.48223094194	0.119035606710256	1.67810050143972	0.0933274808796267	0.222246517191484	10.0650302737631	10.2641505190351	10.06337687	10.17009615	10.1040041	10.25744893	10.20318755	10.18586928	1188	1217	984	1333	1253	958
